word1;word1 definitions;word2;word2 definitions;word1 sound; word2 sound
vuuhp'jej;[];vuuhp'tej;['задний \\[рулевой\\] гребец'];j;t
vuugne;['гудеть, шуметь (постоянно', 'иногда, бывало)'];vɨgne;['относить, отводить, отвозить кого-что (постоянно', 'иногда, бывало)', 'переносить кого-что (постоянно', 'иногда, бывало)'];uu;ɨ
vuugne;['гудеть, шуметь (постоянно', 'иногда, бывало)'];nuugne;['качать, укачивать кого-что (постоянно', 'иногда, бывало)'];v;n
vuegkluvve;['начать гудеть, загудеть'];vuel̥'l̥'kluvve;['заблестеть, засверкать, заискриться'];g;l̥'l̥'
vuegse;['погудеть, пошуметь (немного - напр. о лесе)'];vuedse;['поспать (немного)'];g;d
vuegse;['погудеть, пошуметь (немного - напр. о лесе)'];vuen̥se;[];g;n̥
vuegse;['погудеть, пошуметь (немного - напр. о лесе)'];vuep'se;['воспитывать / воспитать кого, прививать / привить, внушать / внушить что кому'];g;p'
vuegse;['погудеть, пошуметь (немного - напр. о лесе)'];vɨgse;[];ue;ɨ
vuedt;['подошва, подмётка', 'основание горы', 'плоскогорье', 'дно (сосуда и т. п.)'];vuer'r't;['грань ж'];d;r'r'
vuedt;['подошва, подмётка', 'основание горы', 'плоскогорье', 'дно (сосуда и т. п.)'];vuex'x't;['туча', 'порыв (ветра и т. п.)'];d;x'x'
vuedt;['подошва, подмётка', 'основание горы', 'плоскогорье', 'дно (сосуда и т. п.)'];vɨdt;['. пять'];ue;ɨ
vuedt;['подошва, подмётка', 'основание горы', 'плоскогорье', 'дно (сосуда и т. п.)'];kuedt;['вежа (шалаш, сложенный остроконечно из жердей и покрытый хворостом, мохом и дёрном)'];v;k
vuedt;['подошва, подмётка', 'основание горы', 'плоскогорье', 'дно (сосуда и т. п.)'];luedt;['пена (мыльная)'];v;l
vuedte;['спать', 'перен. спать, бездействовать'];vuedse;['поспать (немного)'];t;s
vuedte;['спать', 'перен. спать, бездействовать'];vuedxe;[];t;x
vuedte;['спать', 'перен. спать, бездействовать'];vueјјte;['победить, одолеть, побороть, пересилить кого, одержать победу над кем', 'перен. победить, преодолеть что'];d;јј
vuedte;['спать', 'перен. спать, бездействовать'];vues's'te;['покупать / купить, приобретать / приобрести, закупать / закупить что'];d;s's'
vuedte;['спать', 'перен. спать, бездействовать'];puedte;['прибыть, прийти, приехать', 'прийти, наступить, настать', 'прийти в какое-л. состояние; [b]пуэдтӭ мӣлле[/b] прийти в себя'];v;p
vuudče;['спать (постоянно', 'иногда, бывало)'];luudče;[];v;l
vuedtle;['то же, что [b]вуэдҍсэ'];vueјјtle;['победить, одолеть, побороть, пересилить кого, одержать победу над кем (быстро)'];d;јј
vuedtle;['то же, что [b]вуэдҍсэ'];vues's'tle;['купить, приобрести, закупить что (быстро)'];d;s's'
vuedtle;['то же, что [b]вуэдҍсэ'];puedtle;[];v;p
vuedsuvve;['хотеть спать'];vuep'suvve;['воспитываться'];d;p'
vuedse;['поспать (немного)'];vuedxe;[];s;x
vuedse;['поспать (немного)'];vuen̥se;[];d;n̥
vuedse;['поспать (немного)'];vuep'se;['воспитывать / воспитать кого, прививать / привить, внушать / внушить что кому'];d;p'
